START-OF-LOG: 3.0
CONTEST: IARU-HF
LOCATION: DX
CALLSIGN: R0HQ
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-POWER: HIGH
CREATED-BY: RLOG32W VER-0.1.4.132
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-STATION: HQ
CATEGORY-TRANSMITTER: UNLIMITED
OPERATORS: UA0DM, UA0CDX, R0CDA, R0IAA, R0CY, R0CT, R0CM, RU0LM, R0NN,
QSO: 21241 PH 2021-07-11 0512 R0HQ 59 SRR DX0HQ 59 PARA
QSO: 21241 PH 2021-07-11 0513 R0HQ 59 SRR EM5HQ 59 UARL
QSO: 21241 PH 2021-07-11 0513 R0HQ 59 SRR JA4MGA 59 45
QSO: 21050 CW 2021-07-11 0513 R0HQ 599 SRR 7N2SPK 599 45
QSO: 21241 PH 2021-07-11 0514 R0HQ 59 SRR JA5BXF 59 45
QSO: 21241 PH 2021-07-11 0514 R0HQ 59 SRR JA3WPN 59 45
QSO: 21050 CW 2021-07-11 0514 R0HQ 599 SRR R2AA 599 29
QSO: 21050 CW 2021-07-11 0514 R0HQ 599 SRR JA1SCE 599 45
QSO: 21241 PH 2021-07-11 0515 R0HQ 59 SRR JK1JXB 59 45
QSO: 21050 CW 2021-07-11 0515 R0HQ 599 SRR JP1NDO 599 45
QSO: 21241 PH 2021-07-11 0516 R0HQ 59 SRR IO8HQ 59 ARI
QSO: 21050 CW 2021-07-11 0516 R0HQ 599 SRR JR2PMT 599 45
QSO: 21241 PH 2021-07-11 0517 R0HQ 59 SRR RA3OA 59 29
QSO: 21241 PH 2021-07-11 0517 R0HQ 59 SRR JH9SSU 59 45
QSO: 21241 PH 2021-07-11 0517 R0HQ 59 SRR JA3NJY 59 45
QSO: 21241 PH 2021-07-11 0518 R0HQ 59 SRR JA9BTA 59 45
QSO: 14060 CW 2021-07-11 0518 R0HQ 599 SRR RW1M 599 29
QSO: 14060 CW 2021-07-11 0518 R0HQ 599 SRR RA4PQ 599 29
QSO: 21050 CW 2021-07-11 0518 R0HQ 599 SRR RX9SN 599 30
QSO: 21241 PH 2021-07-11 0519 R0HQ 59 SRR JA4CCC/3 59 45
QSO: 21241 PH 2021-07-11 0519 R0HQ 59 SRR JM6BYV 59 45
QSO: 21050 CW 2021-07-11 0519 R0HQ 599 SRR R8CT 599 30
QSO: 21241 PH 2021-07-11 0520 R0HQ 59 SRR JI6AVL 59 45
QSO: 21050 CW 2021-07-11 0520 R0HQ 599 SRR JP3OGA 599 45
QSO: 21241 PH 2021-07-11 0521 R0HQ 59 SRR 7M4OAQ 59 45
QSO: 21241 PH 2021-07-11 0521 R0HQ 59 SRR UA4S 59 29
QSO: 21241 PH 2021-07-11 0521 R0HQ 59 SRR JR1AEL 59 45
QSO: 21050 CW 2021-07-11 0521 R0HQ 599 SRR JH0HBC 599 45
QSO: 21050 CW 2021-07-11 0521 R0HQ 599 SRR RT5Z 599 29
QSO: 21241 PH 2021-07-11 0522 R0HQ 59 SRR JA3LEZ 59 45
QSO: 28016 CW 2021-07-11 0522 R0HQ 599 SRR RC0L 599 34
QSO: 21050 CW 2021-07-11 0522 R0HQ 599 SRR JR2MCN 599 45
QSO: 21241 PH 2021-07-11 0523 R0HQ 59 SRR JF3QDV 59 45
QSO: 21241 PH 2021-07-11 0523 R0HQ 59 SRR JA3LWB 59 45
QSO: 21050 CW 2021-07-11 0523 R0HQ 599 SRR UA3EDQ 599 29
QSO: 21241 PH 2021-07-11 0524 R0HQ 59 SRR YO7SR 59 28
QSO: 21241 PH 2021-07-11 0525 R0HQ 59 SRR JG3SZF 59 45
QSO: 28016 CW 2021-07-11 0525 R0HQ 599 SRR 8N1OLP 599 45
QSO: 14060 CW 2021-07-11 0525 R0HQ 599 SRR JE8UHY 599 45
QSO: 21050 CW 2021-07-11 0525 R0HQ 599 SRR 7M1BQT/1 599 45
QSO: 14060 CW 2021-07-11 0526 R0HQ 599 SRR JI7GBI 599 45
QSO: 21241 PH 2021-07-11 0526 R0HQ 59 SRR JH0DUG 59 45
QSO: 21241 PH 2021-07-11 0527 R0HQ 59 SRR VR2CC 59 44
QSO: 21241 PH 2021-07-11 0527 R0HQ 59 SRR JA8EWA 59 45
QSO: 21241 PH 2021-07-11 0528 R0HQ 59 SRR JG7JPK 59 45
QSO: 28016 CW 2021-07-11 0528 R0HQ 599 SRR JA1IRH 599 45
QSO: 21050 CW 2021-07-11 0528 R0HQ 599 SRR RT4F 599 29
QSO: 21241 PH 2021-07-11 0529 R0HQ 59 SRR JA1KDU 59 45
QSO: 28016 CW 2021-07-11 0529 R0HQ 599 SRR JL1AGY 599 45
QSO: 28016 CW 2021-07-11 0529 R0HQ 599 SRR JM4WUZ 599 45
QSO: 21241 PH 2021-07-11 0529 R0HQ 59 SRR JH7IHT 59 45
QSO: 21241 PH 2021-07-11 0530 R0HQ 59 SRR JM7SKE 59 45
QSO: 21241 PH 2021-07-11 0530 R0HQ 59 SRR JR3XKF 59 45
QSO: 21241 PH 2021-07-11 0531 R0HQ 59 SRR JK3BBB 59 45
QSO: 21241 PH 2021-07-11 0531 R0HQ 59 SRR JF1VST 59 45
QSO: 21241 PH 2021-07-11 0532 R0HQ 59 SRR SN0HQ 59 PZK
QSO: 28016 CW 2021-07-11 0532 R0HQ 599 SRR JH1WFS 599 45
QSO: 21241 PH 2021-07-11 0532 R0HQ 59 SRR JH1PMT 59 45
QSO: 21241 PH 2021-07-11 0532 R0HQ 59 SRR DX9EVM 59 50
QSO: 21241 PH 2021-07-11 0533 R0HQ 59 SRR 4X6DK 59 39
QSO: 21241 PH 2021-07-11 0534 R0HQ 59 SRR BA4IT 59 44
QSO: 21241 PH 2021-07-11 0534 R0HQ 59 SRR JA8CLS 59 45
QSO: 21241 PH 2021-07-11 0535 R0HQ 59 SRR JH9MBQ 59 45
QSO: 14028 CW 2021-07-11 0535 R0HQ 599 SRR VK4DX 599 55
QSO: 21050 CW 2021-07-11 0535 R0HQ 599 SRR RA3Y 599 29
QSO: 21050 CW 2021-07-11 0535 R0HQ 599 SRR HA5JI 599 28
QSO: 21241 PH 2021-07-11 0536 R0HQ 59 SRR JF8BRH 59 45
QSO: 28016 CW 2021-07-11 0536 R0HQ 599 SRR JS7QXJ 599 45
QSO: 21241 PH 2021-07-11 0536 R0HQ 59 SRR JF8MFB 59 45
QSO: 28016 CW 2021-07-11 0536 R0HQ 599 SRR JL7CTR 599 45
QSO: 21241 PH 2021-07-11 0537 R0HQ 59 SRR JA2QQC 59 45
QSO: 21241 PH 2021-07-11 0537 R0HQ 59 SRR JM3QIS 59 45
QSO: 14060 CW 2021-07-11 0537 R0HQ 599 SRR JR7FNT 599 45
QSO: 21050 CW 2021-07-11 0537 R0HQ 599 SRR LZ6E 599 28
QSO: 21050 CW 2021-07-11 0537 R0HQ 599 SRR HA8BE 599 28
QSO: 21241 PH 2021-07-11 0538 R0HQ 59 SRR JF7FAG 59 45
QSO: 21050 CW 2021-07-11 0538 R0HQ 599 SRR RX3APM 599 29
QSO: 21241 PH 2021-07-11 0539 R0HQ 59 SRR JA4XY 59 45
QSO: 21241 PH 2021-07-11 0539 R0HQ 59 SRR JA7FFN 59 45
QSO: 21241 PH 2021-07-11 0539 R0HQ 59 SRR JG3WJA 59 45
QSO: 14021 CW 2021-07-11 0539 R0HQ 599 SRR 5Z4VJ 599 48
QSO: 21050 CW 2021-07-11 0539 R0HQ 599 SRR DS2BWU 599 44
QSO: 28495 PH 2021-07-11 0540 R0HQ 59 SRR 7N2UQC 59 45
QSO: 21241 PH 2021-07-11 0540 R0HQ 59 SRR JI1UPL 59 45
QSO: 28495 PH 2021-07-11 0540 R0HQ 59 SRR 7K4QPC 59 45
QSO: 21241 PH 2021-07-11 0541 R0HQ 59 SRR UB8AAT 59 30
QSO: 14060 CW 2021-07-11 0541 R0HQ 599 SRR JH0HBC 599 45
QSO: 21050 CW 2021-07-11 0541 R0HQ 599 SRR RC0L 599 34
QSO: 28495 PH 2021-07-11 0542 R0HQ 59 SRR E2A 59 49
QSO: 28495 PH 2021-07-11 0542 R0HQ 59 SRR BA4TB 59 44
QSO: 21241 PH 2021-07-11 0542 R0HQ 59 SRR DY1T 59 50
QSO: 21241 PH 2021-07-11 0542 R0HQ 59 SRR JA4DC 59 45
QSO: 28495 PH 2021-07-11 0542 R0HQ 59 SRR 8N1OLP 59 45
QSO: 14060 CW 2021-07-11 0543 R0HQ 599 SRR W6YA 599 06
QSO: 28016 CW 2021-07-11 0543 R0HQ 599 SRR JJ0PKS 599 45
QSO: 21241 PH 2021-07-11 0544 R0HQ 59 SRR DX3EVM 59 50
QSO: 28495 PH 2021-07-11 0544 R0HQ 59 SRR JA1GQL 59 45
QSO: 28495 PH 2021-07-11 0545 R0HQ 59 SRR JG2CNZ 59 45
QSO: 28495 PH 2021-07-11 0545 R0HQ 59 SRR 7M4UDC 59 45
QSO: 21241 PH 2021-07-11 0545 R0HQ 59 SRR JG1OXX 59 45
QSO: 14060 CW 2021-07-11 0545 R0HQ 599 SRR JA6FFO 599 45
QSO: 21050 CW 2021-07-11 0545 R0HQ 599 SRR E24OYI 599 49
QSO: 21241 PH 2021-07-11 0546 R0HQ 59 SRR JR3UIC 59 45
QSO: 28016 CW 2021-07-11 0546 R0HQ 599 SRR 4F3OM 599 50
QSO: 28495 PH 2021-07-11 0546 R0HQ 59 SRR JA1NEZ 59 45
QSO: 28495 PH 2021-07-11 0548 R0HQ 59 SRR JA2ELJ 59 45
QSO: 21241 PH 2021-07-11 0547 R0HQ 59 SRR OL7T 59 28
QSO: 28016 CW 2021-07-11 0547 R0HQ 599 SRR JA8XCV 599 45
QSO: 21241 PH 2021-07-11 0547 R0HQ 59 SRR JL3APM 59 45
QSO: 21241 PH 2021-07-11 0548 R0HQ 59 SRR JG0MIB 59 45
QSO: 21241 PH 2021-07-11 0548 R0HQ 59 SRR JO3DHL 59 45
QSO: 28016 CW 2021-07-11 0548 R0HQ 599 SRR JF9JTS 599 45
QSO: 28495 PH 2021-07-11 0548 R0HQ 59 SRR BH4AAD 59 44
QSO: 28495 PH 2021-07-11 0549 R0HQ 59 SRR JG7AMD 59 45
QSO: 21241 PH 2021-07-11 0549 R0HQ 59 SRR JG1DMM 59 45
QSO: 21241 PH 2021-07-11 0549 R0HQ 59 SRR II3R 59 28
QSO: 28016 CW 2021-07-11 0549 R0HQ 599 SRR JP3OGA 599 45
QSO: 21050 CW 2021-07-11 0549 R0HQ 599 SRR LZ22WRTC 599 28
QSO: 28495 PH 2021-07-11 0550 R0HQ 59 SRR JH0HBC 59 45
QSO: 21241 PH 2021-07-11 0550 R0HQ 59 SRR JE6XZU 59 45
QSO: 28495 PH 2021-07-11 0550 R0HQ 59 SRR JO1HQC 59 45
QSO: 28495 PH 2021-07-11 0551 R0HQ 59 SRR JR1GNB 59 45
QSO: 21241 PH 2021-07-11 0551 R0HQ 59 SRR JR2PMT 59 45
QSO: 21241 PH 2021-07-11 0551 R0HQ 59 SRR UA9R 59 30
QSO: 28495 PH 2021-07-11 0551 R0HQ 59 SRR JR1EFA 59 45
QSO: 28495 PH 2021-07-11 0552 R0HQ 59 SRR JF1KUR 59 45
QSO: 28495 PH 2021-07-11 0552 R0HQ 59 SRR JF1VST 59 45
QSO: 28495 PH 2021-07-11 0552 R0HQ 59 SRR JG1KTC 59 45
QSO: 21241 PH 2021-07-11 0552 R0HQ 59 SRR JL8PZO 59 45
QSO: 28016 CW 2021-07-11 0552 R0HQ 599 SRR JK7BEJ 599 45
QSO: 21050 CW 2021-07-11 0552 R0HQ 599 SRR HG5D 599 28
QSO: 28495 PH 2021-07-11 0553 R0HQ 59 SRR JA0IXW 59 45
QSO: 28495 PH 2021-07-11 0553 R0HQ 59 SRR JM6URL 59 45
QSO: 28495 PH 2021-07-11 0553 R0HQ 59 SRR JA7RIE 59 45
QSO: 28016 CW 2021-07-11 0553 R0HQ 599 SRR JA2PFO 599 45
QSO: 21241 PH 2021-07-11 0553 R0HQ 59 SRR JH7QXJ 59 45
QSO: 28016 CW 2021-07-11 0553 R0HQ 599 SRR JA1TQE 599 45
QSO: 21241 PH 2021-07-11 0553 R0HQ 59 SRR II4WRTC 59 28
QSO: 14060 CW 2021-07-11 0553 R0HQ 599 SRR JH1IFS 599 45
QSO: 21050 CW 2021-07-11 0553 R0HQ 599 SRR JA6FFO 599 45
QSO: 28495 PH 2021-07-11 0554 R0HQ 59 SRR JM1IQX 59 45
QSO: 21241 PH 2021-07-11 0554 R0HQ 59 SRR UR2Y 59 29
QSO: 21241 PH 2021-07-11 0554 R0HQ 59 SRR UI5R 59 29
QSO: 21241 PH 2021-07-11 0554 R0HQ 59 SRR IO9A 59 28
QSO: 28495 PH 2021-07-11 0554 R0HQ 59 SRR JH2BUF 59 45
QSO: 28495 PH 2021-07-11 0555 R0HQ 59 SRR JK2VOC 59 45
QSO: 21241 PH 2021-07-11 0555 R0HQ 59 SRR JA7NVF 59 45
QSO: 21241 PH 2021-07-11 0555 R0HQ 59 SRR IK0PHY 59 28
QSO: 28495 PH 2021-07-11 0555 R0HQ 59 SRR JR6JTJ 59 45
QSO: 28495 PH 2021-07-11 0556 R0HQ 59 SRR JO7SXO 59 45
QSO: 21241 PH 2021-07-11 0556 R0HQ 59 SRR JA8WY 59 45
QSO: 28016 CW 2021-07-11 0556 R0HQ 599 SRR JL8GTE 599 45
QSO: 28495 PH 2021-07-11 0556 R0HQ 59 SRR HL1VAU 59 44
QSO: 28495 PH 2021-07-11 0557 R0HQ 59 SRR JA1CJN 59 45
QSO: 28495 PH 2021-07-11 0557 R0HQ 59 SRR JH1OFV 59 45
QSO: 21241 PH 2021-07-11 0557 R0HQ 59 SRR HL2ZN 59 44
QSO: 21050 CW 2021-07-11 0557 R0HQ 599 SRR JR7XKN 599 45
QSO: 21241 PH 2021-07-11 0558 R0HQ 59 SRR JF7KMP 59 45
QSO: 21241 PH 2021-07-11 0558 R0HQ 59 SRR JR4NUN 59 45
QSO: 28495 PH 2021-07-11 0558 R0HQ 59 SRR JJ2CDL 59 45
QSO: 21241 PH 2021-07-11 0559 R0HQ 59 SRR JH7RSF 59 45
QSO: 28495 PH 2021-07-11 0559 R0HQ 59 SRR JG3SZF 59 45
QSO: 28010 CW 2021-07-11 0600 R0HQ 599 SRR DX0HQ 599 PARA
QSO: 21241 PH 2021-07-11 0600 R0HQ 59 SRR RA0LE 59 34
QSO: 21241 PH 2021-07-11 0601 R0HQ 59 SRR RM9A 59 30
QSO: 21241 PH 2021-07-11 0601 R0HQ 59 SRR SV3RPQ 59 28
QSO: 28012 CW 2021-07-11 0602 R0HQ 599 SRR VR2BLEE 599 44
QSO: 28495 PH 2021-07-11 0602 R0HQ 59 SRR JR1DOS 59 45
QSO: 28495 PH 2021-07-11 0604 R0HQ 59 SRR JM6BYV 59 45
QSO: 28495 PH 2021-07-11 0604 R0HQ 59 SRR JM7SKE 59 45
QSO: 14060 CW 2021-07-11 0604 R0HQ 599 SRR F8GGV 599 27
QSO: 21050 CW 2021-07-11 0604 R0HQ 599 SRR JA8XCV 599 45
QSO: 28495 PH 2021-07-11 0605 R0HQ 59 SRR JM1LWY 59 45
QSO: 28495 PH 2021-07-11 0605 R0HQ 59 SRR HL3EJE 59 44
QSO: 28495 PH 2021-07-11 0605 R0HQ 59 SRR R0MM 59 34
QSO: 21050 CW 2021-07-11 0605 R0HQ 599 SRR JF1KUR 599 45
QSO: 28495 PH 2021-07-11 0607 R0HQ 59 SRR JH3DMQ 59 45
QSO: 14060 CW 2021-07-11 0606 R0HQ 599 SRR UA0SRQ 599 32
QSO: 14060 CW 2021-07-11 0606 R0HQ 599 SRR K9CT 599 08
QSO: 14060 CW 2021-07-11 0607 R0HQ 599 SRR RC0L 599 34
QSO: 21050 CW 2021-07-11 0607 R0HQ 599 SRR OM7M 599 28
QSO: 21050 CW 2021-07-11 0607 R0HQ 599 SRR RU1A 599 29
QSO: 28495 PH 2021-07-11 0608 R0HQ 59 SRR BI8DEQ 59 43
QSO: 14060 CW 2021-07-11 0608 R0HQ 599 SRR N5RZ 599 07
QSO: 14060 CW 2021-07-11 0608 R0HQ 599 SRR W0EWD 599 07
QSO: 21050 CW 2021-07-11 0608 R0HQ 599 SRR JF2DST 599 45
QSO: 21050 CW 2021-07-11 0609 R0HQ 599 SRR JE0ERZ 599 45
QSO: 28495 PH 2021-07-11 0610 R0HQ 59 SRR JE1SZF 59 45
QSO: 21268 PH 2021-07-11 0610 R0HQ 59 SRR JA9BCV 59 45
QSO: 28495 PH 2021-07-11 0610 R0HQ 59 SRR JI1VHV 59 45
QSO: 21268 PH 2021-07-11 0611 R0HQ 59 SRR JA8RY 59 45
QSO: 14060 CW 2021-07-11 0611 R0HQ 599 SRR K0NM 599 07
QSO: 21050 CW 2021-07-11 0611 R0HQ 599 SRR JK1KJM 599 45
QSO: 28495 PH 2021-07-11 0612 R0HQ 59 SRR JR2GBY 59 45
QSO: 28470 PH 2021-07-11 0612 R0HQ 59 SRR 8N8HQ 59 JARL
QSO: 21050 CW 2021-07-11 0612 R0HQ 599 SRR JH1IFS 599 45
QSO: 21050 CW 2021-07-11 0613 R0HQ 599 SRR UA6CC 599 29
QSO: 28495 PH 2021-07-11 0614 R0HQ 59 SRR JA8WY 59 45
QSO: 21050 CW 2021-07-11 0614 R0HQ 599 SRR EW5HQ 599 BFRR
QSO: 21050 CW 2021-07-11 0614 R0HQ 599 SRR JM1FUW 599 45
QSO: 14060 CW 2021-07-11 0615 R0HQ 599 SRR JA1OSN/7 599 45
QSO: 14017 CW 2021-07-11 0615 R0HQ 599 SRR N6TV 599 06
QSO: 14060 CW 2021-07-11 0615 R0HQ 599 SRR RW9TA 599 30
QSO: 14060 CW 2021-07-11 0615 R0HQ 599 SRR JP7OQZ 599 45
QSO: 21050 CW 2021-07-11 0615 R0HQ 599 SRR R7CT 599 29
QSO: 14234 PH 2021-07-11 0616 R0HQ 59 SRR LX8HQ 59 RL
QSO: 28019 CW 2021-07-11 0616 R0HQ 599 SRR JH1IFS 599 45
QSO: 21050 CW 2021-07-11 0616 R0HQ 599 SRR ES5RR 599 29
QSO: 28495 PH 2021-07-11 0617 R0HQ 59 SRR BY3CQ 59 44
QSO: 14060 CW 2021-07-11 0617 R0HQ 599 SRR R4MA 599 29
QSO: 14022 CW 2021-07-11 0617 R0HQ 599 SRR N9RV 599 06
QSO: 21050 CW 2021-07-11 0617 R0HQ 599 SRR OG6N 599 18
QSO: 14060 CW 2021-07-11 0618 R0HQ 599 SRR YB7MD 599 54
QSO: 14060 CW 2021-07-11 0618 R0HQ 599 SRR RK9AX 599 30
QSO: 21050 CW 2021-07-11 0618 R0HQ 599 SRR R3ST 599 29
QSO: 14317 PH 2021-07-11 0619 R0HQ 59 SRR LY0HQ 59 LRMD
QSO: 21050 CW 2021-07-11 0619 R0HQ 599 SRR UA6LCN 599 29
QSO: 21238 PH 2021-07-11 0620 R0HQ 59 SRR S50HQ 59 ZRS
QSO: 14060 CW 2021-07-11 0620 R0HQ 599 SRR UR8UX 599 29
QSO: 21050 CW 2021-07-11 0620 R0HQ 599 SRR DD5M 599 28
QSO: 28495 PH 2021-07-11 0621 R0HQ 59 SRR JA7JRC 59 45
QSO: 21213 PH 2021-07-11 0621 R0HQ 59 SRR R2AA 59 29
QSO: 14039 CW 2021-07-11 0621 R0HQ 599 SRR AJ6V 599 06
QSO: 28495 PH 2021-07-11 0621 R0HQ 59 SRR JA7NVF 59 45
QSO: 21262 PH 2021-07-11 0622 R0HQ 59 SRR UN1HQ 59 KFRR
QSO: 14060 CW 2021-07-11 0622 R0HQ 599 SRR HA8FD 599 28
QSO: 14060 CW 2021-07-11 0622 R0HQ 599 SRR F6CSQ 599 27
QSO: 21050 CW 2021-07-11 0622 R0HQ 599 SRR UA3LEO 599 29
QSO: 21301 PH 2021-07-11 0623 R0HQ 59 SRR OL1HQ 59 CRC
QSO: 14044 CW 2021-07-11 0623 R0HQ 599 SRR KS7T 599 06
QSO: 28495 PH 2021-07-11 0623 R0HQ 59 SRR JI3HAD 59 45
QSO: 21199 PH 2021-07-11 0624 R0HQ 59 SRR RM9A 59 30
QSO: 21050 CW 2021-07-11 0625 R0HQ 599 SRR RK9DR 599 30
QSO: 21211 PH 2021-07-11 0626 R0HQ 59 SRR JA0IXW 59 45
QSO: 7014 CW 2021-07-11 0626 R0HQ 599 SRR JA3IEJ 599 45
QSO: 28495 PH 2021-07-11 0626 R0HQ 59 SRR BY4SZ 59 44
QSO: 28495 PH 2021-07-11 0628 R0HQ 59 SRR JH1VIX 59 45
QSO: 21211 PH 2021-07-11 0628 R0HQ 59 SRR BY1OK 59 44
QSO: 21211 PH 2021-07-11 0628 R0HQ 59 SRR JH2BTM 59 45
QSO: 28020 CW 2021-07-11 0627 R0HQ 599 SRR JA1HTK 599 45
QSO: 21050 CW 2021-07-11 0628 R0HQ 599 SRR RA3YDA 599 29
QSO: 21050 CW 2021-07-11 0628 R0HQ 599 SRR RG2A 599 29
QSO: 28495 PH 2021-07-11 0629 R0HQ 59 SRR JH1NHY 59 45
QSO: 14060 CW 2021-07-11 0629 R0HQ 599 SRR S55N 599 28
QSO: 21050 CW 2021-07-11 0629 R0HQ 599 SRR UC9A 599 30
QSO: 28495 PH 2021-07-11 0630 R0HQ 59 SRR JM1LAW 59 45
QSO: 28495 PH 2021-07-11 0630 R0HQ 59 SRR JR4NUN 59 45
QSO: 21211 PH 2021-07-11 0631 R0HQ 59 SRR JP3UJT 59 45
QSO: 7014 CW 2021-07-11 0631 R0HQ 599 SRR JA3AVO 599 45
QSO: 28020 CW 2021-07-11 0631 R0HQ 599 SRR JA2QCX 599 45
QSO: 7014 CW 2021-07-11 0631 R0HQ 599 SRR JI2UPG/3 599 45
QSO: 28495 PH 2021-07-11 0631 R0HQ 59 SRR JF1KIC 59 45
QSO: 21211 PH 2021-07-11 0632 R0HQ 59 SRR UA4M 59 29
QSO: 14235 PH 2021-07-11 0632 R0HQ 59 SRR W6YX 59 6
QSO: 28020 CW 2021-07-11 0632 R0HQ 599 SRR JK1BVN 599 45
QSO: 14060 CW 2021-07-11 0632 R0HQ 599 SRR ON5JT 599 27
QSO: 28495 PH 2021-07-11 0632 R0HQ 59 SRR JH0EPZ 59 45
QSO: 28495 PH 2021-07-11 0633 R0HQ 59 SRR JA2NDA 59 45
QSO: 14235 PH 2021-07-11 0633 R0HQ 59 SRR SP5WAZ 59 28
QSO: 14060 CW 2021-07-11 0633 R0HQ 599 SRR N6ZFO 599 06
QSO: 14060 CW 2021-07-11 0633 R0HQ 599 SRR JL3AMK 599 45
QSO: 14060 CW 2021-07-11 0633 R0HQ 599 SRR JE1FUX 599 45
QSO: 21050 CW 2021-07-11 0633 R0HQ 599 SRR RT4G 599 29
QSO: 28495 PH 2021-07-11 0634 R0HQ 59 SRR JR1QBA 59 45
QSO: 14235 PH 2021-07-11 0634 R0HQ 59 SRR ON7AH 59 27
QSO: 28495 PH 2021-07-11 0634 R0HQ 59 SRR JA9ELE 59 45
QSO: 7014 CW 2021-07-11 0635 R0HQ 599 SRR JH7VHZ 599 45
QSO: 14060 CW 2021-07-11 0635 R0HQ 599 SRR RK9DR 599 30
QSO: 21050 CW 2021-07-11 0635 R0HQ 599 SRR DS5DNO 599 44
QSO: 21050 CW 2021-07-11 0635 R0HQ 599 SRR YU5R 599 28
QSO: 21050 CW 2021-07-11 0636 R0HQ 599 SRR JA2DGQ/3 599 45
QSO: 28020 CW 2021-07-11 0637 R0HQ 599 SRR JA9CWJ 599 45
QSO: 14060 CW 2021-07-11 0637 R0HQ 599 SRR K0IP 599 06
QSO: 21050 CW 2021-07-11 0637 R0HQ 599 SRR RT4M 599 29
QSO: 28495 PH 2021-07-11 0642 R0HQ 59 SRR JF2OZH 59 45
QSO: 14060 CW 2021-07-11 0638 R0HQ 599 SRR R0AS 599 32
QSO: 14060 CW 2021-07-11 0638 R0HQ 599 SRR W6XB 599 06
QSO: 21211 PH 2021-07-11 0638 R0HQ 59 SRR JA4RNA 59 45
QSO: 14060 CW 2021-07-11 0639 R0HQ 599 SRR RN0CW 599 34
QSO: 14060 CW 2021-07-11 0639 R0HQ 599 SRR NX5M 599 07
QSO: 14227 PH 2021-07-11 0639 R0HQ 59 SRR R0AS 59 32
QSO: 14227 PH 2021-07-11 0640 R0HQ 59 SRR US0MS 59 29
QSO: 28020 CW 2021-07-11 0640 R0HQ 599 SRR JA2HYD 599 45
QSO: 21211 PH 2021-07-11 0640 R0HQ 59 SRR JJ0VFV 59 45
QSO: 14060 CW 2021-07-11 0642 R0HQ 599 SRR KP2M 599 11
QSO: 21050 CW 2021-07-11 0642 R0HQ 599 SRR UT5EO 599 29
QSO: 14060 CW 2021-07-11 0643 R0HQ 599 SRR JH8DBI 599 45
QSO: 28495 PH 2021-07-11 0643 R0HQ 59 SRR JR2PJG 59 45
QSO: 28495 PH 2021-07-11 0644 R0HQ 59 SRR JF3MYU 59 45
QSO: 21211 PH 2021-07-11 0644 R0HQ 59 SRR JA3LIZ 59 45
QSO: 28495 PH 2021-07-11 0644 R0HQ 59 SRR JQ2GIN 59 45
QSO: 28495 PH 2021-07-11 0645 R0HQ 59 SRR JH0IEY 59 45
QSO: 21211 PH 2021-07-11 0645 R0HQ 59 SRR JH2UPE 59 45
QSO: 21211 PH 2021-07-11 0645 R0HQ 59 SRR JA2FLE 59 45
QSO: 7014 CW 2021-07-11 0645 R0HQ 599 SRR JH7GED 599 45
QSO: 14060 CW 2021-07-11 0645 R0HQ 599 SRR N6IE 599 06
QSO: 28495 PH 2021-07-11 0645 R0HQ 59 SRR JQ1PCT 59 45
QSO: 7014 CW 2021-07-11 0646 R0HQ 599 SRR JH4EYD 599 45
QSO: 14060 CW 2021-07-11 0646 R0HQ 599 SRR K7EKD 599 06
QSO: 28495 PH 2021-07-11 0646 R0HQ 59 SRR JA1KOO 59 45
QSO: 28495 PH 2021-07-11 0647 R0HQ 59 SRR JR1MRG 59 45
QSO: 28495 PH 2021-07-11 0647 R0HQ 59 SRR JR3WYM 59 45
QSO: 14211 PH 2021-07-11 0647 R0HQ 59 SRR IU4CSS 59 28
QSO: 28495 PH 2021-07-11 0647 R0HQ 59 SRR JH0IEW 59 45
QSO: 28495 PH 2021-07-11 0648 R0HQ 59 SRR JR1ROQ 59 45
QSO: 21211 PH 2021-07-11 0649 R0HQ 59 SRR JG7WEN 59 45
QSO: 28495 PH 2021-07-11 0649 R0HQ 59 SRR JA6FEG 59 45
QSO: 28020 CW 2021-07-11 0650 R0HQ 599 SRR JK2VOC 599 45
QSO: 28495 PH 2021-07-11 0650 R0HQ 59 SRR JE8ATX 59 45
QSO: 14226 PH 2021-07-11 0651 R0HQ 59 SRR I5MXX 59 28
QSO: 21211 PH 2021-07-11 0651 R0HQ 59 SRR JE2HVK 59 45
QSO: 21211 PH 2021-07-11 0652 R0HQ 59 SRR JR7TYI 59 45
QSO: 28495 PH 2021-07-11 0652 R0HQ 59 SRR JA1XTN 59 45
QSO: 21211 PH 2021-07-11 0654 R0HQ 59 SRR UA0CA 59 34
QSO: 14060 CW 2021-07-11 0653 R0HQ 599 SRR OM7RU 599 28
QSO: 21211 PH 2021-07-11 0654 R0HQ 59 SRR JA9MYO 59 45
QSO: 14060 CW 2021-07-11 0655 R0HQ 599 SRR W6MOB 599 06
QSO: 14060 CW 2021-07-11 0655 R0HQ 599 SRR NT6Q 599 06
QSO: 28495 PH 2021-07-11 0655 R0HQ 59 SRR JM1PBA 59 45
QSO: 14060 CW 2021-07-11 0656 R0HQ 599 SRR N3AD 599 08
QSO: 28495 PH 2021-07-11 0657 R0HQ 59 SRR JH0SLN/2 59 45
