START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: M4A
LOCATION: DX
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
CATEGORY-OVERLAY:
GRID-LOCATOR: JO02AF
CLAIMED-SCORE: 3986950
NAME: Dominic Smith
OPERATORS: M0WJE, M0WUT, M0ZCJ, M7BBR
CREATED-BY: DXLog.net v2.5.24
SOAPBOX: Entry from Cambridge University Wireless Society. Thanks for the QSOs
QSO: 14146 PH 2021-10-31 1155 M4A    59   14 VC3X   59   05 0
QSO: 14146 PH 2021-10-31 1155 M4A    59   14 VE2IM  59   02 0
QSO: 14146 PH 2021-10-31 1156 M4A    59   14 SM6MSG 59   14 0
QSO: 21221 PH 2021-10-31 1157 M4A    59   14 IH9/OK1WMR 59   33 1
QSO: 14146 PH 2021-10-31 1158 M4A    59   14 OK2UGG 59   15 0
QSO: 14146 PH 2021-10-31 1158 M4A    59   14 UW7W   59   16 0
QSO: 14146 PH 2021-10-31 1159 M4A    59   14 GM2Y   59   14 0
QSO: 14146 PH 2021-10-31 1159 M4A    59   14 VE3ZZ  59   04 0
QSO: 14146 PH 2021-10-31 1159 M4A    59   14 DK1KC  59   14 0
QSO: 14146 PH 2021-10-31 1200 M4A    59   14 DK7SM  59   14 0
QSO: 14146 PH 2021-10-31 1200 M4A    59   14 AC9S   59   04 0
QSO: 14146 PH 2021-10-31 1201 M4A    59   14 DL7VTE 59   14 0
QSO: 14146 PH 2021-10-31 1201 M4A    59   14 VA3CQG 59   04 0
QSO: 14146 PH 2021-10-31 1203 M4A    59   14 VO1BSM 59   05 0
QSO: 14146 PH 2021-10-31 1204 M4A    59   14 VA3DF  59   04 0
QSO: 14146 PH 2021-10-31 1204 M4A    59   14 VE2HIT 59   05 0
QSO: 14146 PH 2021-10-31 1205 M4A    59   14 EA2T   59   14 0
QSO: 14146 PH 2021-10-31 1208 M4A    59   14 CT2KNA 59   14 0
QSO: 14146 PH 2021-10-31 1208 M4A    59   14 LC9A   59   14 0
QSO: 14146 PH 2021-10-31 1208 M4A    59   14 IV3ZNK 59   15 0
QSO: 14146 PH 2021-10-31 1209 M4A    59   14 VE2WAT 59   05 0
QSO: 14146 PH 2021-10-31 1209 M4A    59   14 UA3BL  59   16 0
QSO: 14146 PH 2021-10-31 1209 M4A    59   14 LA4C   59   14 0
QSO: 14146 PH 2021-10-31 1210 M4A    59   14 OL5Y   59   15 0
QSO: 14146 PH 2021-10-31 1211 M4A    59   14 AB4BU  59   05 0
QSO: 14146 PH 2021-10-31 1212 M4A    59   14 DL7JU  59   14 0
QSO: 14146 PH 2021-10-31 1214 M4A    59   14 SP3LM  59   15 0
QSO: 14146 PH 2021-10-31 1215 M4A    59   14 VA3HDL 59   04 0
QSO: 14146 PH 2021-10-31 1215 M4A    59   14 GM0EGI 59   14 0
QSO: 14146 PH 2021-10-31 1215 M4A    59   14 DC1HR  59   14 0
QSO: 14146 PH 2021-10-31 1216 M4A    59   14 IZ3NXA 59   15 0
QSO: 14146 PH 2021-10-31 1219 M4A    59   14 RA9Y   59   18 0
QSO: 14146 PH 2021-10-31 1220 M4A    59   14 EA1JO  59   14 0
QSO: 14146 PH 2021-10-31 1221 M4A    59   14 VA3FP  59   04 0
QSO: 14146 PH 2021-10-31 1223 M4A    59   14 GD0AMD 59   14 0
QSO: 14146 PH 2021-10-31 1224 M4A    59   14 VE3XLF 59   04 0
QSO: 14146 PH 2021-10-31 1226 M4A    59   14 DF2RG  59   14 0
QSO: 14146 PH 2021-10-31 1227 M4A    59   14 DH2MI  59   14 0
QSO: 14146 PH 2021-10-31 1227 M4A    59   14 SB3W   59   14 0
QSO: 14146 PH 2021-10-31 1227 M4A    59   14 OK1DVA 59   15 0
QSO: 14146 PH 2021-10-31 1228 M4A    59   14 DL4DRW 59   14 0
QSO: 14146 PH 2021-10-31 1229 M4A    59   14 DK5EZ  59   14 0
QSO: 14146 PH 2021-10-31 1230 M4A    59   14 DL4VAI 59   14 0
QSO: 14146 PH 2021-10-31 1230 M4A    59   14 PA6AA  59   14 0
QSO: 14146 PH 2021-10-31 1230 M4A    59   14 UZ1WW  59   16 0
QSO: 14146 PH 2021-10-31 1231 M4A    59   14 PA3PKZ 59   14 0
QSO: 14146 PH 2021-10-31 1232 M4A    59   14 OK1MGA 59   15 0
QSO: 14146 PH 2021-10-31 1232 M4A    59   14 OK2TS  59   15 0
QSO: 14146 PH 2021-10-31 1233 M4A    59   14 VE1JS  59   05 0
QSO: 14146 PH 2021-10-31 1234 M4A    59   14 DB4LI  59   14 0
QSO: 14146 PH 2021-10-31 1234 M4A    59   14 MI5JYK 59   14 0
QSO: 28428 PH 2021-10-31 1234 M4A    59   14 K1MM   59   05 1
QSO: 14146 PH 2021-10-31 1235 M4A    59   14 SE6K   59   14 0
QSO: 14146 PH 2021-10-31 1236 M4A    59   14 DL4MFR 59   14 0
QSO: 14146 PH 2021-10-31 1239 M4A    59   14 MI0SRR 59   14 0
QSO: 14146 PH 2021-10-31 1239 M4A    59   14 UA9R   59   17 0
QSO: 14146 PH 2021-10-31 1240 M4A    59   14 UA3IVF 59   16 0
QSO: 14146 PH 2021-10-31 1240 M4A    59   14 W2A    59   05 0
QSO: 14146 PH 2021-10-31 1240 M4A    59   14 OZ4EDR 59   14 0
QSO: 14146 PH 2021-10-31 1241 M4A    59   14 SQ8MFM 59   15 0
QSO: 14146 PH 2021-10-31 1242 M4A    59   14 OK5OK  59   15 0
QSO: 14146 PH 2021-10-31 1244 M4A    59   14 EA4EZ  59   14 0
QSO: 14146 PH 2021-10-31 1244 M4A    59   14 MI0GDO 59   14 0
QSO: 14146 PH 2021-10-31 1245 M4A    59   14 N5WNG  59   04 0
QSO: 14146 PH 2021-10-31 1245 M4A    59   14 VE3NPO 59   04 0
QSO: 14146 PH 2021-10-31 1246 M4A    59   14 DL9PKW 59   14 0
QSO: 14146 PH 2021-10-31 1251 M4A    59   14 VE2YUC 59   05 0
QSO: 14146 PH 2021-10-31 1251 M4A    59   14 OE3GCU 59   15 0
QSO: 14146 PH 2021-10-31 1252 M4A    59   14 OL70OU 59   15 0
QSO: 14146 PH 2021-10-31 1252 M4A    59   14 EA3C   59   14 0
QSO: 14146 PH 2021-10-31 1253 M4A    59   14 RW3FY  59   16 0
QSO: 14146 PH 2021-10-31 1253 M4A    59   14 S52ON  59   15 0
QSO: 14146 PH 2021-10-31 1254 M4A    59   14 DK3YD  59   14 0
QSO: 14146 PH 2021-10-31 1256 M4A    59   14 RA3TT  59   16 0
QSO: 14146 PH 2021-10-31 1256 M4A    59   14 UT3QZ  59   16 0
QSO: 14146 PH 2021-10-31 1257 M4A    59   14 SP3QFZ 59   15 0
QSO: 14146 PH 2021-10-31 1258 M4A    59   14 VE2VIA 59   05 0
QSO: 21160 PH 2021-10-31 1303 M4A    59   14 CR3DX  59   33 0
QSO: 21163 PH 2021-10-31 1303 M4A    59   14 VE3VN  59   04 0
QSO: 21156 PH 2021-10-31 1304 M4A    59   14 VE3JM  59   04 0
QSO: 21136 PH 2021-10-31 1305 M4A    59   14 VE3EJ  59   04 0
QSO: 21133 PH 2021-10-31 1305 M4A    59   14 VA3DF  59   04 0
QSO: 21118 PH 2021-10-31 1306 M4A    59   14 VA3SWG 59   04 0
QSO: 21108 PH 2021-10-31 1307 M4A    59   14 VY2TT  59   05 0
QSO: 21105 PH 2021-10-31 1308 M4A    59   14 UT8EL  59   16 0
QSO: 28449 PH 2021-10-31 1308 M4A    59   14 LW7DX  59   13 1
QSO: 21116 PH 2021-10-31 1309 M4A    59   14 ON4TO  59   14 0
QSO: 21129 PH 2021-10-31 1311 M4A    59   14 CF3A   59   04 0
QSO: 28615 PH 2021-10-31 1311 M4A    59   14 9K2NO  59   21 1
QSO: 21135 PH 2021-10-31 1312 M4A    59   14 PJ4K   59   09 0
QSO: 21142 PH 2021-10-31 1313 M4A    59   14 L21F   59   13 0
QSO: 28574 PH 2021-10-31 1314 M4A    59   14 7P8RU  59   38 1
QSO: 21161 PH 2021-10-31 1315 M4A    59   14 VE2EBI 59   05 0
QSO: 21179 PH 2021-10-31 1317 M4A    59   14 P43A   59   09 0
QSO: 21181 PH 2021-10-31 1319 M4A    59   14 CQ9T   59   33 0
QSO: 21188 PH 2021-10-31 1320 M4A    59   14 PP5JN  59   11 0
QSO: 21190 PH 2021-10-31 1321 M4A    59   14 VE3XN  59   04 0
QSO: 21203 PH 2021-10-31 1321 M4A    59   14 W3KL   59   05 0
QSO: 21203 PH 2021-10-31 1322 M4A    59   14 KC1XX  59   05 0
QSO: 21206 PH 2021-10-31 1324 M4A    59   14 KU2C   59   05 0
QSO: 21208 PH 2021-10-31 1324 M4A    59   14 K1LZ   59   05 0
QSO: 21208 PH 2021-10-31 1325 M4A    59   14 W3PP   59   05 0
QSO: 21215 PH 2021-10-31 1329 M4A    59   14 K3ND   59   05 0
QSO: 21219 PH 2021-10-31 1330 M4A    59   14 WX3B   59   05 0
QSO: 21223 PH 2021-10-31 1330 M4A    59   14 N1RR   59   05 0
QSO: 21231 PH 2021-10-31 1333 M4A    59   14 NA8V   59   04 0
QSO: 21234 PH 2021-10-31 1334 M4A    59   14 N2MM   59   05 0
QSO: 21243 PH 2021-10-31 1337 M4A    59   14 NY6DX  59   05 0
QSO: 14146 PH 2021-10-31 1338 M4A    59   14 B0A    59   23 1
QSO: 21247 PH 2021-10-31 1338 M4A    59   14 N5RZ   59   04 0
QSO: 21248 PH 2021-10-31 1339 M4A    59   14 RA3OA  59   16 0
QSO: 21254 PH 2021-10-31 1339 M4A    59   14 UW4E   59   16 0
QSO: 21256 PH 2021-10-31 1341 M4A    59   14 LU1VM  59   13 0
QSO: 21260 PH 2021-10-31 1341 M4A    59   14 K4ZW   59   05 0
QSO: 14162 PH 2021-10-31 1343 M4A    59   14 E2A    59   26 1
QSO: 21287 PH 2021-10-31 1345 M4A    59   14 K3ZO   59   05 0
QSO: 21290 PH 2021-10-31 1346 M4A    59   14 K4PV   59   05 0
QSO: 21294 PH 2021-10-31 1348 M4A    59   14 SO4R   59   15 0
QSO: 21299 PH 2021-10-31 1349 M4A    59   14 II2S   59   15 0
QSO: 21302 PH 2021-10-31 1350 M4A    59   14 IR2C   59   15 0
QSO: 14114 PH 2021-10-31 1350 M4A    59   14 BY4SZ  59   24 1
QSO: 21307 PH 2021-10-31 1351 M4A    59   14 WW4LL  59   05 0
QSO: 21313 PH 2021-10-31 1353 M4A    59   14 RT6A   59   16 0
QSO: 28382 PH 2021-10-31 1354 M4A    59   14 CE3CLF 59   12 1
QSO: 21320 PH 2021-10-31 1354 M4A    59   14 W2CG   59   05 0
QSO: 21327 PH 2021-10-31 1355 M4A    59   14 K9CT   59   04 0
QSO: 28391 PH 2021-10-31 1355 M4A    59   14 P40W   59   09 1
QSO: 21329 PH 2021-10-31 1356 M4A    59   14 9A5Y   59   15 0
QSO: 21357 PH 2021-10-31 1358 M4A    59   14 KU2M   59   05 0
QSO: 28425 PH 2021-10-31 1359 M4A    59   14 PJ2T   59   09 1
QSO: 21360 PH 2021-10-31 1359 M4A    59   14 W2MKM  59   05 0
QSO: 28505 PH 2021-10-31 1400 M4A    59   14 PJ4K   59   09 1
QSO: 21378 PH 2021-10-31 1403 M4A    59   14 EA3QP  59   14 0
QSO: 21412 PH 2021-10-31 1407 M4A    59   14 KQ2M   59   05 0
QSO: 28405 PH 2021-10-31 1408 M4A    59   14 9Z4Y   59   09 1
QSO: 21414 PH 2021-10-31 1408 M4A    59   14 K8CX   59   04 0
QSO: 28424 PH 2021-10-31 1408 M4A    59   14 ZD7BG  59   36 1
QSO: 21415 PH 2021-10-31 1409 M4A    59   14 N5AW   59   04 0
QSO: 21426 PH 2021-10-31 1409 M4A    59   14 AA3B   59   05 0
QSO: 21427 PH 2021-10-31 1410 M4A    59   14 K3WW   59   05 0
QSO: 21438 PH 2021-10-31 1412 M4A    59   14 NV9L   59   04 0
QSO: 21444 PH 2021-10-31 1412 M4A    59   14 WB2ZAB 59   05 0
QSO: 21407 PH 2021-10-31 1413 M4A    59   14 NW3Y   59   05 0
QSO: 21401 PH 2021-10-31 1414 M4A    59   14 N2BJ   59   04 0
QSO: 21361 PH 2021-10-31 1416 M4A    59   14 OH8WW  59   15 0
QSO: 21360 PH 2021-10-31 1417 M4A    59   14 K2AX   59   05 0
QSO: 28521 PH 2021-10-31 1418 M4A    59   14 V3A    59   07 1
QSO: 14277 PH 2021-10-31 1423 M4A    59   14 ZA5G   59   15 1
QSO: 21319 PH 2021-10-31 1423 M4A    59   14 AA4VT  59   05 0
QSO: 21316 PH 2021-10-31 1424 M4A    59   14 KU8E   59   05 0
QSO: 21244 PH 2021-10-31 1426 M4A    59   14 K1RX   59   05 0
QSO: 21234 PH 2021-10-31 1427 M4A    59   14 SZ1A   59   20 0
QSO: 21231 PH 2021-10-31 1427 M4A    59   14 K1DG   59   05 0
QSO: 21225 PH 2021-10-31 1427 M4A    59   14 IT9FRX 59   15 0
QSO: 21214 PH 2021-10-31 1428 M4A    59   14 K2NV   59   05 0
QSO: 21205 PH 2021-10-31 1429 M4A    59   14 W4NF   59   05 0
QSO: 21206 PH 2021-10-31 1430 M4A    59   14 KM4HI  59   05 0
QSO: 21201 PH 2021-10-31 1430 M4A    59   14 K3LR   59   05 0
QSO: 21188 PH 2021-10-31 1432 M4A    59   14 UY1HY  59   16 0
QSO: 21188 PH 2021-10-31 1433 M4A    59   14 LZ2DF  59   20 0
QSO: 21169 PH 2021-10-31 1436 M4A    59   14 VA2EBI 59   05 0
QSO: 21167 PH 2021-10-31 1437 M4A    59   14 VE9AA  59   05 0
QSO: 21258 PH 2021-10-31 1443 M4A    59   14 ES1LL  59   15 0
QSO: 21258 PH 2021-10-31 1443 M4A    59   14 NI0K   59   04 0
QSO: 21258 PH 2021-10-31 1444 M4A    59   14 NR4L   59   04 0
QSO: 21258 PH 2021-10-31 1444 M4A    59   14 W4MY   59   05 0
QSO: 21258 PH 2021-10-31 1445 M4A    59   14 AH2O   59   05 0
QSO: 21258 PH 2021-10-31 1445 M4A    59   14 K3PA   59   04 0
QSO: 21258 PH 2021-10-31 1445 M4A    59   14 EE5T   59   14 0
QSO: 21258 PH 2021-10-31 1446 M4A    59   14 R5RC   59   16 0
QSO: 21258 PH 2021-10-31 1446 M4A    59   14 N1SV   59   05 0
QSO: 21258 PH 2021-10-31 1446 M4A    59   14 N3FM   59   05 0
QSO: 21258 PH 2021-10-31 1446 M4A    59   14 NA4DA  59   05 0
QSO: 21258 PH 2021-10-31 1447 M4A    59   14 K0LAF  59   05 0
QSO: 21258 PH 2021-10-31 1447 M4A    59   14 WO9Z   59   04 0
QSO: 21258 PH 2021-10-31 1448 M4A    59   14 W1AW   59   05 0
QSO: 21258 PH 2021-10-31 1449 M4A    59   14 K9MU   59   04 0
QSO: 21258 PH 2021-10-31 1450 M4A    59   14 NX8T   59   04 0
QSO: 21258 PH 2021-10-31 1451 M4A    59   14 K6ES   59   05 0
QSO: 21258 PH 2021-10-31 1451 M4A    59   14 UV3QF  59   16 0
QSO: 21258 PH 2021-10-31 1452 M4A    59   14 W1OO   59   05 0
QSO: 21258 PH 2021-10-31 1452 M4A    59   14 WB3KLE 59   05 0
QSO: 21258 PH 2021-10-31 1452 M4A    59   14 K8LX   59   04 0
QSO: 21258 PH 2021-10-31 1454 M4A    59   14 YO8BDW 59   20 0
QSO: 21258 PH 2021-10-31 1454 M4A    59   14 NO3U   59   05 0
QSO: 21258 PH 2021-10-31 1455 M4A    59   14 KL7RA  59   01 0
QSO: 21258 PH 2021-10-31 1456 M4A    59   14 KR4F   59   04 0
QSO: 21258 PH 2021-10-31 1456 M4A    59   14 N9CK   59   04 0
QSO: 21258 PH 2021-10-31 1456 M4A    59   14 US7UK  59   16 0
QSO: 28373 PH 2021-10-31 1456 M4A    59   14 OX7A   59   40 1
QSO: 21258 PH 2021-10-31 1457 M4A    59   14 K1KA   59   05 0
QSO: 21258 PH 2021-10-31 1457 M4A    59   14 W5CHA  59   04 0
QSO: 21258 PH 2021-10-31 1458 M4A    59   14 K3ATO  59   05 0
QSO: 21258 PH 2021-10-31 1501 M4A    59   14 K9IMM  59   04 0
QSO: 28500 PH 2021-10-31 1503 M4A    59   14 4O3A   59   15 1
QSO: 21258 PH 2021-10-31 1503 M4A    59   14 W9OF   59   04 0
QSO: 21258 PH 2021-10-31 1503 M4A    59   14 KE1IH  59   05 0
QSO: 21258 PH 2021-10-31 1505 M4A    59   14 LY3CY  59   15 0
QSO: 21258 PH 2021-10-31 1505 M4A    59   14 KD9CLH 59   04 0
QSO: 21258 PH 2021-10-31 1505 M4A    59   14 OH6LEZ 59   15 0
QSO: 21258 PH 2021-10-31 1505 M4A    59   14 W1JGM  59   05 0
QSO: 21258 PH 2021-10-31 1506 M4A    59   14 K7NN   59   03 0
QSO: 21258 PH 2021-10-31 1506 M4A    59   14 N5ZC   59   04 0
QSO: 21258 PH 2021-10-31 1507 M4A    59   14 WA2UBK 59   05 0
QSO: 21258 PH 2021-10-31 1507 M4A    59   14 K2QB   59   05 0
QSO: 21258 PH 2021-10-31 1507 M4A    59   14 WA1ZYX 59   05 0
QSO: 21258 PH 2021-10-31 1508 M4A    59   14 VA1MC  59   05 0
QSO: 21258 PH 2021-10-31 1508 M4A    59   14 LA3T   59   14 0
QSO: 21258 PH 2021-10-31 1509 M4A    59   14 AB1XQ  59   05 0
QSO: 14142 PH 2021-10-31 1509 M4A    59   14 EA9ACD 59   33 1
QSO: 21258 PH 2021-10-31 1510 M4A    59   14 RN3P   59   16 0
QSO: 21258 PH 2021-10-31 1510 M4A    59   14 W1SRG  59   05 0
QSO: 21258 PH 2021-10-31 1512 M4A    59   14 WB2NVR 59   05 0
QSO: 21258 PH 2021-10-31 1513 M4A    59   14 KD2TFW 59   05 0
QSO: 21258 PH 2021-10-31 1513 M4A    59   14 AK8E   59   03 0
QSO: 21258 PH 2021-10-31 1514 M4A    59   14 KX2T   59   05 0
QSO: 21258 PH 2021-10-31 1515 M4A    59   14 W7II   59   04 0
QSO: 21258 PH 2021-10-31 1515 M4A    59   14 KL7KK  59   01 0
QSO: 21258 PH 2021-10-31 1516 M4A    59   14 WB2HJV 59   05 0
QSO: 14213 PH 2021-10-31 1517 M4A    59   14 9M2TDX 59   28 1
QSO: 21258 PH 2021-10-31 1517 M4A    59   14 W9DX   59   04 0
QSO: 21258 PH 2021-10-31 1517 M4A    59   14 W1LAG  59   05 0
QSO: 21258 PH 2021-10-31 1518 M4A    59   14 W0YY   59   04 0
QSO: 21258 PH 2021-10-31 1518 M4A    59   14 K5FUV  59   04 0
QSO: 21258 PH 2021-10-31 1519 M4A    59   14 K8LF   59   05 0
QSO: 21248 PH 2021-10-31 1522 M4A    59   14 7X2GK  59   33 1
QSO: 28581 PH 2021-10-31 1524 M4A    59   14 N5SMO  59   04 0
QSO: 28581 PH 2021-10-31 1525 M4A    59   14 K2LS   59   05 0
QSO: 28581 PH 2021-10-31 1525 M4A    59   14 N4LA   59   05 0
QSO: 28581 PH 2021-10-31 1526 M4A    59   14 N3VOP  59   05 0
QSO: 28581 PH 2021-10-31 1526 M4A    59   14 W8UA   59   04 0
QSO: 28581 PH 2021-10-31 1527 M4A    59   14 N9ITB  59   04 0
QSO: 28581 PH 2021-10-31 1527 M4A    59   14 KC3JPP 59   05 0
QSO: 28581 PH 2021-10-31 1529 M4A    59   14 K0FD   59   04 0
QSO: 28581 PH 2021-10-31 1529 M4A    59   14 N3DRL  59   05 0
QSO: 28581 PH 2021-10-31 1529 M4A    59   14 NX8T   59   04 0
QSO: 21323 PH 2021-10-31 1531 M4A    59   14 MD4K   59   14 1
QSO: 28581 PH 2021-10-31 1531 M4A    59   14 WB8JUI 59   04 0
QSO: 28581 PH 2021-10-31 1532 M4A    59   14 K4PI   59   05 0
QSO: 28581 PH 2021-10-31 1533 M4A    59   14 W3KKO  59   05 0
QSO: 28581 PH 2021-10-31 1536 M4A    59   14 VE3TW  59   04 0
QSO: 28785 PH 2021-10-31 1538 M4A    59   14 KC1XX  59   05 0
QSO: 28710 PH 2021-10-31 1538 M4A    59   14 WX3B   59   05 0
QSO: 28559 PH 2021-10-31 1539 M4A    59   14 K3LR   59   05 0
QSO: 28300 PH 2021-10-31 1539 M4A    59   14 KQ2M   59   05 0
QSO: 28629 PH 2021-10-31 1540 M4A    59   14 K3WW   59   05 0
QSO: 28525 PH 2021-10-31 1540 M4A    59   14 N8II   59   05 0
QSO: 14251 PH 2021-10-31 1540 M4A    59   14 VU2XE  59   22 1
QSO: 28697 PH 2021-10-31 1541 M4A    59   14 K1DG   59   05 0
QSO: 28606 PH 2021-10-31 1541 M4A    59   14 K1WHS  59   05 0
QSO: 28311 PH 2021-10-31 1542 M4A    59   14 K5ZD   59   05 0
QSO: 28665 PH 2021-10-31 1543 M4A    59   14 W5PR   59   04 0
QSO: 28546 PH 2021-10-31 1543 M4A    59   14 W8MJ   59   04 0
QSO: 28745 PH 2021-10-31 1544 M4A    59   14 N5RZ   59   04 0
QSO: 28530 PH 2021-10-31 1544 M4A    59   14 W8PR   59   04 0
QSO: 28330 PH 2021-10-31 1544 M4A    59   14 K1RX   59   05 0
QSO: 28655 PH 2021-10-31 1544 M4A    59   14 N2TK   59   05 0
QSO: 28657 PH 2021-10-31 1545 M4A    59   14 K1KI   59   05 0
QSO: 28668 PH 2021-10-31 1545 M4A    59   14 NW3Y   59   05 0
QSO: 28484 PH 2021-10-31 1545 M4A    59   14 WB1DX  59   05 0
QSO: 28832 PH 2021-10-31 1546 M4A    59   14 W9GT   59   04 0
QSO: 28398 PH 2021-10-31 1546 M4A    59   14 K1LZ   59   05 0
QSO: 28363 PH 2021-10-31 1548 M4A    59   14 N3RS   59   05 0
QSO: 28596 PH 2021-10-31 1548 M4A    59   14 K0DEQ  59   04 0
QSO: 28717 PH 2021-10-31 1549 M4A    59   14 N1WRK  59   05 0
QSO: 21432 PH 2021-10-31 1550 M4A    59   14 TF3T   59   40 1
QSO: 28289 PH 2021-10-31 1550 M4A    59   14 VE3EJ  59   04 0
QSO: 28755 PH 2021-10-31 1551 M4A    59   14 KQ3F   59   05 0
QSO: 28312 PH 2021-10-31 1552 M4A    59   14 N1RR   59   05 0
QSO: 28350 PH 2021-10-31 1552 M4A    59   14 NS4X   59   04 0
QSO: 28393 PH 2021-10-31 1553 M4A    59   14 K4ZW   59   05 0
QSO: 28781 PH 2021-10-31 1553 M4A    59   14 N8RA   59   05 0
QSO: 28757 PH 2021-10-31 1553 M4A    59   14 W9RE   59   04 0
QSO: 28301 PH 2021-10-31 1554 M4A    59   14 N1UR   59   05 0
QSO: 21401 PH 2021-10-31 1554 M4A    59   14 GI0LDI 59   14 1
QSO: 28618 PH 2021-10-31 1554 M4A    59   14 K4AB   59   04 0
QSO: 28510 PH 2021-10-31 1555 M4A    59   14 N1PGA  59   05 0
QSO: 28703 PH 2021-10-31 1555 M4A    59   14 W1GD   59   05 0
QSO: 21169 PH 2021-10-31 1555 M4A    59   14 HC1QRC 59   10 1
QSO: 28777 PH 2021-10-31 1555 M4A    59   14 WW4XX  59   05 0
QSO: 28537 PH 2021-10-31 1556 M4A    59   14 N2RRA  59   05 0
QSO: 28861 PH 2021-10-31 1556 M4A    59   14 K5TR   59   04 0
QSO: 28346 PH 2021-10-31 1556 M4A    59   14 N2MF   59   05 0
QSO: 28889 PH 2021-10-31 1557 M4A    59   14 K9RS   59   05 0
QSO: 28857 PH 2021-10-31 1557 M4A    59   14 N4TZ   59   04 0
QSO: 21319 PH 2021-10-31 1557 M4A    59   14 YV4EK  59   09 1
QSO: 28588 PH 2021-10-31 1557 M4A    59   14 K2CJ   59   05 0
QSO: 28678 PH 2021-10-31 1558 M4A    59   14 W2CG   59   05 0
QSO: 28800 PH 2021-10-31 1558 M4A    59   14 K1TTT  59   05 0
QSO: 28526 PH 2021-10-31 1558 M4A    59   14 NY6DX  59   05 0
QSO: 28383 PH 2021-10-31 1559 M4A    59   14 K1BX   59   05 0
QSO: 28586 PH 2021-10-31 1559 M4A    59   14 K5GN   59   04 0
QSO: 28775 PH 2021-10-31 1601 M4A    59   14 K3IE   59   04 0
QSO: 28671 PH 2021-10-31 1602 M4A    59   14 WA3C   59   04 0
QSO: 28597 PH 2021-10-31 1604 M4A    59   14 K9CT   59   04 0
QSO: 28589 PH 2021-10-31 1604 M4A    59   14 AA3B   59   05 0
QSO: 28527 PH 2021-10-31 1605 M4A    59   14 N2SR   59   05 0
QSO: 28674 PH 2021-10-31 1605 M4A    59   14 W2RD   59   05 0
QSO: 28375 PH 2021-10-31 1605 M4A    59   14 N4SS   59   04 0
QSO: 21288 PH 2021-10-31 1607 M4A    59   14 K2SSS  59   05 0
QSO: 21307 PH 2021-10-31 1607 M4A    59   14 K1VMT  59   05 0
QSO: 28717 PH 2021-10-31 1608 M4A    59   14 VP9I   59   05 1
QSO: 21395 PH 2021-10-31 1609 M4A    59   14 W4KW   59   04 0
QSO: 28634 PH 2021-10-31 1609 M4A    59   14 V26B   59   08 1
QSO: 28547 PH 2021-10-31 1610 M4A    59   14 PZ5RA  59   09 1
QSO: 28325 PH 2021-10-31 1610 M4A    59   14 PY0F   59   11 1
QSO: 21437 PH 2021-10-31 1610 M4A    59   14 UA7K   59   16 0
QSO: 21230 PH 2021-10-31 1612 M4A    59   14 PY5AMF 59   11 0
QSO: 21421 PH 2021-10-31 1613 M4A    59   14 K0AP   59   04 0
QSO: 21241 PH 2021-10-31 1613 M4A    59   14 WA2OAX 59   05 0
QSO: 21380 PH 2021-10-31 1616 M4A    59   14 OK1NP  59   15 0
QSO: 21384 PH 2021-10-31 1618 M4A    59   14 F6EMA  59   14 0
QSO: 14129 PH 2021-10-31 1620 M4A    59   14 5Z4VJ  59   37 1
QSO: 28764 PH 2021-10-31 1620 M4A    59   14 K4DR   59   04 0
QSO: 28764 PH 2021-10-31 1621 M4A    59   14 W5TMC  59   04 0
QSO: 28597 PH 2021-10-31 1628 M4A    59   14 LR7D   59   13 0
QSO: 28440 PH 2021-10-31 1629 M4A    59   14 LO7H   59   13 0
QSO: 28488 PH 2021-10-31 1630 M4A    59   14 LU1DX  59   13 0
QSO: 28609 PH 2021-10-31 1630 M4A    59   14 LT1F   59   13 0
QSO: 28433 PH 2021-10-31 1631 M4A    59   14 LU6ETB 59   13 0
QSO: 28807 PH 2021-10-31 1632 M4A    59   14 ZZ2T   59   11 0
QSO: 28552 PH 2021-10-31 1632 M4A    59   14 PX2A   59   11 0
QSO: 28397 PH 2021-10-31 1634 M4A    59   14 PY7ZC  59   11 0
QSO: 28572 PH 2021-10-31 1635 M4A    59   14 PT5J   59   11 0
QSO: 28481 PH 2021-10-31 1635 M4A    59   14 PR7JM  59   11 0
QSO: 28677 PH 2021-10-31 1636 M4A    59   14 ZP5AA  59   11 0
QSO: 28532 PH 2021-10-31 1637 M4A    59   14 PT7ZT  59   11 0
QSO: 28783 PH 2021-10-31 1638 M4A    59   14 CS9/PD3EM 59   33 0
QSO: 28669 PH 2021-10-31 1638 M4A    59   14 L33M   59   13 0
QSO: 28312 PH 2021-10-31 1639 M4A    59   14 PV2K   59   11 0
QSO: 28559 PH 2021-10-31 1639 M4A    59   14 CE5DSQ 59   12 0
QSO: 28378 PH 2021-10-31 1641 M4A    59   14 PY2KC  59   11 0
QSO: 28307 PH 2021-10-31 1642 M4A    59   14 LW5HR  59   13 0
QSO: 28409 PH 2021-10-31 1642 M4A    59   14 CX3AT  59   13 0
